time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 56, 27.6, 869, 1003.5, 23.0, 23.0, 23.0, 669, 669.0, 669.0
107, 49, 10.0, 873, 808.8000000000001, 16.0, 39.0, -7.0, 673, 1342.0, 4
213, 34, -2.9, 861, 789.5999999999999, 1.0, 40.0, -15.0, 661, 2003.0, -12
322, 15, -18.1, 865, 799.2000000000001, -18.0, 22.0, -19.0, 665, 2668.0, 4
425, 17, -8.0, 823, 735.0000000000001, -16.0, 6.0, 2.0, 623, 3291.0, -42
532, 36, 12.2, 773, 672.6, 3.0, 9.0, 19.0, 573, 3864.0, -50
642, 34, 0.6000000000000001, 762, 671.1, 1.0, 10.0, -2.0, 562, 4426.0, -11
745, 22, -12.7, 762, 674.4, -11.0, -1.0, -12.0, 562, 4988.0, 0
853, 17, -13.8, 748, 653.4, -16.0, -17.0, -5.0, 548, 5536.0, -14
961, 42, 17.1, 722, 618.6, 9.0, -8.0, 25.0, 522, 6058.0, -26
1070, 59, 25.9, 687, 573.9, 26.0, 18.0, 17.0, 487, 6545.000000000001, -35
1175, 36, -7.6, 689, 587.4, 3.0, 21.0, -23.0, 489, 7034.000000000001, 2
1282, 8, -29.4, 658, 540.3, -25.0, -4.0, -28.0, 458, 7492.000000000001, -31
1386, 11, -14.3, 609, 476.1, -22.0, -26.0, 3.0, 409, 7901.000000000001, -49
1491, 51, 30.0, 618, 504.2999999999999, 18.0, -8.0, 40.0, 418, 8319.000000000001, 9
1595, 64, 27.4, 614, 495.6, 31.0, 23.0, 13.0, 414, 8733.000000000001, -4
1705, 31, -15.6, 595, 468.3, -2.0, 21.0, -33.0, 395, 9128.0, -19
1812, 5, -30.5, 562, 424.5, -28.0, -7.0, -26.0, 362, 9490.0, -33
1916, 12, -11.9, 517, 366.9, -21.0, -28.0, 7.0, 317, 9807.000000000002, -45
2020, 50, 28.1, 509, 368.4000000000001, 17.0, -11.0, 38.0, 309, 10116.0, -8
2123, 56, 18.0, 479, 325.8, 23.0, 12.0, 6.0, 279, 10395.0, -30
2226, 37, -5.5, 454, 297.3, 4.0, 16.0, -19.0, 254, 10649.0, -25
2332, 12, -25.6, 418, 250.8, -21.0, -5.0, -25.0, 218, 10867.0, -36
2435, 20, -5.6, 406, 243.6, -13.0, -18.0, 8.0, 206, 11073.0, -12
2542, 47, 21.5, 397, 233.7, 14.0, -4.0, 27.0, 197, 11270.0, -9
2651, 52, 15.4, 391, 227.4, 19.0, 15.0, 5.0, 191, 11461.0, -6
2755, 17, -27.2, 380, 212.7, -16.0, -1.0, -35.0, 180, 11641.0, -11
2862, 16, -12.5, 372, 204.0, -17.0, -18.0, -1.0, 172, 11813.0, -8
2966, 52, 29.5, 372, 206.4, 19.0, 1.0, 36.0, 172, 11985.0, 0
