time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 46, 18.2, 856, 590.4, 13.0, 13.0, 13.0, 656, 656.0, 656.0
109, 39, 3.200000000000001, 856, 393.6, 6.0, 19.0, -7.0, 656, 1312.0, 0
210, 30, -5.300000000000001, 877, 412.5, -3.0, 16.0, -9.0, 677, 1989.0, 21
318, 25, -8.100000000000001, 847, 379.2, -8.0, 8.0, -5.0, 647, 2636.0, -30
421, 24, -7.8, 812, 356.7, -9.0, -1.0, -1.0, 612, 3248.000000000001, -35
524, 34, 5.8, 802, 358.2, 1.0, 0.0, 10.0, 602, 3850.0, -10
630, 39, 7.9, 802, 361.2, 6.0, 6.0, 5.0, 602, 4452.000000000001, 0
733, 36, 1.8, 720, 287.4, 3.0, 9.0, -3.0, 520, 4972.0, -82
839, 20, -18.8, 704, 297.5999999999999, -13.0, -4.0, -16.0, 504, 5476.0, -16
943, 27, -2.300000000000001, 680, 280.8, -6.0, -10.0, 7.0, 480, 5956.0, -24
1048, 57, 35.6, 660, 270.0, 24.0, 14.0, 30.0, 460, 6416.0, -20
1151, 45, 6.200000000000001, 633, 251.7, 12.0, 26.0, -12.0, 433, 6849.0, -27
1258, 7, -39.8, 651, 275.9999999999999, -26.0, 0.0, -38.0, 451, 7300.000000000001, 18
1362, 11, -17.8, 605, 229.2, -22.0, -22.0, 4.0, 405, 7705.0, -46
1468, 57, 42.40000000000001, 574, 215.1, 24.0, 2.0, 46.00000000000001, 374, 8079.000000000001, -31
1571, 60, 26.0, 553, 205.5, 27.0, 29.0, 3.0, 353, 8432.0, -21
1678, 12, -40.0, 527, 188.4, -21.0, 8.0, -48.00000000000001, 327, 8759.0, -26
1781, 5, -27.9, 496, 168.3, -28.0, -20.0, -7.0, 296, 9055.0, -31
1888, 45, 28.8, 479, 162.3, 12.0, -8.0, 40.0, 279, 9334.000000000001, -17
1991, 57, 26.80000000000001, 473, 162.0, 24.0, 16.0, 12.0, 273, 9607.000000000001, -6
2097, 29, -16.0, 456, 148.5, -4.0, 12.0, -28.0, 256, 9863.0, -17
2199, 9, -30.4, 443, 141.9, -24.0, -12.0, -20.0, 243, 10106.0, -13
2301, 29, 5.199999999999999, 433, 136.8, -4.0, -16.0, 20.0, 233, 10339.0, -10
2409, 52, 27.0, 425, 132.6, 19.0, 3.0, 23.0, 225, 10564.0, -8
2512, 41, 2.0, 411, 122.4, 8.0, 11.0, -11.0, 211, 10775.0, -14
2618, 15, -28.1, 404, 120.3, -18.0, -7.0, -26.0, 204, 10979.0, -7
2722, 27, -0.1000000000000005, 408, 126.0, -6.0, -13.0, 12.0, 208, 11187.0, 4
2830, 51, 26.9, 392, 110.4, 18.0, 5.0, 24.0, 192, 11379.0, -16
2934, 46, 9.700000000000001, 384, 108.0, 13.0, 18.0, -5.0, 184, 11563.0, -8
3038, 21, -21.5, 385, 111.3, -12.0, 6.0, -25.0, 185, 11748.0, 1
3141, 17, -15.8, 380, 106.5, -16.0, -10.0, -4.0, 180, 11928.0, -5
3248, 40, 16.8, 376, 104.4, 7.0, -3.0, 23.0, 176, 12104.0, -4
3350, 51, 21.4, 376, 105.6, 18.0, 15.0, 11.0, 176, 12280.0, 0
3457, 31, -10.3, 366, 96.6, -2.0, 13.0, -20.0, 166, 12446.0, -10
3560, 18, -18.7, 361, 95.1, -15.0, -2.0, -13.0, 161, 12607.0, -5
3663, 32, 5.9, 364, 99.3, -1.0, -3.0, 14.0, 164, 12771.0, 3
3768, 45, 17.0, 355, 90.29999999999999, 12.0, 9.0, 13.0, 155, 12926.0, -9
3872, 35, -2.3, 347, 85.8, 2.0, 11.0, -10.0, 147, 13073.0, -8
3978, 22, -15.3, 349, 89.99999999999998, -11.0, 0.0, -13.0, 149, 13222.0, 2
4089, 24, -7.1, 345, 85.8, -9.0, -9.0, 2.0, 145, 13367.0, -4
4193, 41, 14.8, 334, 77.1, 8.0, -1.0, 17.0, 134, 13501.0, -11
4298, 39, 4.300000000000001, 340, 85.8, 6.0, 5.0, -2.0, 140, 13641.0, 6
4402, 30, -6.7, 326, 71.4, -3.0, 2.0, -9.0, 126, 13767.0, -14
4509, 34, 3.1, 329, 78.3, 1.0, 3.0, 4.0, 129, 13896.0, 3
4617, 36, 4.0, 329, 77.39999999999999, 3.0, 6.0, 2.0, 129, 14025.0, 0
4720, 33, -0.9, 321, 70.2, 0.0, 6.0, -3.0, 121, 14146.0, -8
4827, 29, -5.0, 328, 78.9, -4.0, 2.0, -4.0, 128, 14274.0, 7
