time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 11, -30.8, 853, 587.7000000000001, -22.0, -22.0, -22.0, 653, 653.0, 653.0
103, 14, -17.8, 853, 391.8, -19.0, -41.00000000000001, 3.0, 653, 1306.0, 0
212, 46, 23.6, 863, 400.8, 13.0, -28.0, 32.0, 663, 1969.0, 10
315, 63, 32.7, 835, 372.6, 30.0, 2.0, 17.0, 635, 2604.0, -28
422, 46, 3.4, 804, 353.1, 13.0, 15.0, -17.0, 604, 3208.0, -31
528, 13, -33.0, 788, 348.0, -20.0, -5.0, -33.0, 588, 3796.0, -16
632, 9, -24.1, 788, 352.8, -24.0, -29.0, -4.0, 588, 4384.0, 0
735, 52, 35.7, 788, 352.8, 19.0, -10.0, 43.0, 588, 4972.0, 0
842, 69, 39.90000000000001, 788, 352.8, 36.0, 26.0, 17.0, 588, 5560.0, 0
952, 53, 12.6, 689, 263.7, 20.0, 46.00000000000001, -16.0, 489, 6049.0, -99
1055, 8, -40.4, 661, 268.2, -25.0, 21.0, -45.0, 461, 6510.0, -28
1163, 4, -26.00000000000001, 658, 273.9, -29.0, -8.0, -4.0, 458, 6968.000000000001, -3
1267, 20, -4.5, 626, 246.0, -13.0, -21.0, 16.0, 426, 7394.0, -32
1371, 54, 33.8, 597, 229.5, 21.0, 0.0, 34.0, 397, 7791.0, -29
1475, 50, 13.3, 578, 221.1, 17.0, 17.0, -4.0, 378, 8169.0, -19
1587, 17, -29.2, 535, 188.1, -16.0, 1.0, -33.0, 335, 8504.000000000001, -43
1692, 11, -22.7, 515, 183.0, -22.0, -21.0, -6.0, 315, 8819.000000000001, -20
1801, 49, 31.3, 496, 171.9, 16.0, -5.0, 38.0, 296, 9115.0, -19
1905, 63, 33.5, 481, 164.1, 30.0, 25.0, 14.0, 281, 9396.000000000001, -15
2011, 36, -8.299999999999999, 464, 153.3, 3.0, 28.0, -27.0, 264, 9660.000000000002, -17
2115, 10, -30.9, 462, 156.6, -23.0, 5.0, -26.0, 262, 9922.000000000001, -2
2222, 21, -4.800000000000001, 448, 144.6, -12.0, -7.0, 11.0, 248, 10170.0, -14
2325, 47, 24.9, 433, 135.3, 14.0, 7.0, 26.0, 233, 10403.0, -15
2431, 39, 2.100000000000001, 427, 134.4, 6.0, 13.0, -8.0, 227, 10630.0, -6
2539, 22, -17.1, 411, 121.8, -11.0, 2.0, -17.0, 211, 10841.0, -16
2642, 28, -1.3, 411, 126.6, -5.0, -3.0, 6.0, 211, 11052.0, 0
2746, 44, 17.6, 397, 114.0, 11.0, 8.0, 16.0, 197, 11249.0, -14
2852, 37, 0.9000000000000004, 401, 121.8, 4.0, 12.0, -7.0, 201, 11450.0, 4
2955, 22, -16.2, 384, 105.3, -11.0, 1.0, -15.0, 184, 11634.0, -17
3063, 28, -1.4, 383, 109.5, -5.0, -4.0, 6.0, 183, 11817.0, -1
3166, 39, 10.5, 376, 103.5, 6.0, 2.0, 11.0, 176, 11993.0, -7
3272, 39, 5.600000000000001, 374, 103.8, 6.0, 8.0, 0.0, 174, 12167.0, -2
3380, 33, -2.2, 372, 102.6, 0.0, 8.0, -6.0, 172, 12339.0, -2
3484, 33, 0.8, 370, 101.4, 0.0, 8.0, 0.0, 170, 12509.0, -2
3591, 32, -0.6, 365, 97.5, -1.0, 7.0, -1.0, 165, 12674.0, -5
3694, 29, -4.4, 364, 98.1, -4.0, 3.0, -3.0, 164, 12838.0, -1
3801, 30, -1.9, 355, 90.29999999999999, -3.0, 0.0, 1.0, 155, 12993.0, -9
3905, 31, -1.3, 347, 85.8, -2.0, -2.0, 1.0, 147, 13140.0, -8
4005, 32, -0.6000000000000001, 340, 81.90000000000001, -1.0, -3.0, 1.0, 140, 13280.0, -7
4106, 35, 3.0, 340, 84.0, 2.0, -1.0, 3.0, 140, 13420.0, 0
4211, 33, -1.1, 336, 80.39999999999999, 0.0, -1.0, -2.0, 136, 13556.0, -4
4314, 35, 2.7, 340, 85.20000000000001, 2.0, 1.0, 2.0, 140, 13696.0, 4
4421, 35, 1.9, 329, 74.1, 2.0, 3.0, 0.0, 129, 13825.0, -11
4525, 34, 0.7000000000000002, 329, 77.39999999999999, 1.0, 4.0, -1.0, 129, 13954.0, 0
4631, 34, 1.3, 326, 74.69999999999999, 1.0, 5.0, 0.0, 126, 14080.0, -3
