time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 35, 2.0, 871, 1409.1, 2.0, 2.0, 2.0, 671, 671.0, 671.0
105, 35, 1.2, 865, 1195.2, 2.0, 4.0, 0.0, 665, 1336.0, -6
212, 42, 8.4, 861, 1188.6, 9.0, 13.0, 7.0, 661, 1997.0, -4
316, 48, 11.8, 841, 1147.8, 15.0, 28.0, 6.0, 641, 2638.0, -20
423, 38, 0.3000000000000007, 800, 1067.7, 5.0, 33.0, -10.0, 600, 3238.0, -41
527, 22, -10.2, 757, 989.7, -11.0, 22.0, -16.0, 557, 3795.0, -43
633, 19, -6.300000000000001, 762, 1013.1, -14.0, 8.0, -3.0, 562, 4357.0, 5
737, 35, 9.800000000000001, 762, 1011.6, 2.0, 10.0, 16.0, 562, 4919.0, 0
843, 38, 5.0, 674, 826.8000000000001, 5.0, 15.0, 3.0, 474, 5393.000000000001, -88
947, 31, -3.0, 635, 771.3, -2.0, 13.0, -7.0, 435, 5828.0, -39
1053, 23, -7.7, 607, 724.2000000000001, -10.0, 3.0, -8.0, 407, 6235.0, -28
1156, 28, 0.2999999999999998, 563, 640.1999999999999, -5.0, -2.0, 5.0, 363, 6598.000000000001, -44
1262, 44, 13.3, 580, 689.1, 11.0, 9.0, 16.0, 380, 6978.000000000001, 17
1365, 37, -0.5999999999999996, 523, 564.3, 4.0, 13.0, -7.0, 323, 7301.000000000001, -57
1473, 28, -5.7, 481, 493.2, -5.0, 8.0, -9.0, 281, 7582.000000000001, -42
1577, 19, -10.7, 437, 413.4, -14.0, -6.0, -9.0, 237, 7819.0, -44
1682, 34, 7.4, 403, 355.2, 1.0, -5.0, 15.0, 203, 8022.0, -34
1785, 48, 14.0, 366, 287.7, 15.0, 10.0, 14.0, 166, 8188.000000000001, -37
1892, 39, -0.5, 348, 261.0000000000001, 6.0, 16.0, -9.0, 148, 8336.0, -18
1996, 22, -12.4, 308, 182.4, -11.0, 5.0, -17.0, 108, 8444.000000000001, -40
2103, 24, -3.0, 297, 171.3, -9.0, -4.0, 2.0, 97, 8541.0, -11
2206, 36, 7.1, 288, 155.7, 3.0, -1.0, 12.0, 88, 8629.000000000001, -9
2312, 37, 2.4, 280, 141.6, 4.0, 3.0, 1.0, 80, 8709.000000000001, -8
2417, 28, -6.7, 271, 125.1, -5.0, -2.0, -9.0, 71, 8779.999999999999, -9
2522, 26, -4.7, 255, 94.2, -7.0, -9.0, -2.0, 55, 8835.000000000001, -16
2625, 36, 5.6, 251, 90.6, 3.0, -6.0, 10.0, 51, 8886.000000000001, -4
2732, 34, -1.1, 249, 87.60000000000002, 1.0, -5.0, -2.0, 49, 8935.0, -2
2836, 33, -1.0, 243, 75.60000000000001, 0.0, -5.0, -1.0, 43, 8978.0, -6
2949, 38, 4.5, 236, 62.7, 5.0, 0.0, 5.0, 36, 9014.000000000001, -7
3053, 41, 5.5, 247, 87.90000000000001, 8.0, 8.0, 3.0, 47, 9061.0, 11
3157, 34, -2.2, 243, 76.20000000000001, 1.0, 9.0, -7.0, 43, 9104.000000000001, -4
3262, 31, -1.6, 234, 58.50000000000001, -2.0, 7.0, -3.0, 34, 9138.0, -9
3363, 30, -1.3, 234, 61.20000000000001, -3.0, 4.0, -1.0, 34, 9172.000000000001, 0
3472, 30, -1.1, 237, 67.50000000000002, -3.0, 1.0, 0.0, 37, 9209.000000000001, 3
3576, 30, -1.4, 234, 60.30000000000001, -3.0, -2.0, 0.0, 34, 9243.0, -3
3682, 31, -0.7000000000000002, 237, 67.50000000000002, -2.0, -4.0, 1.0, 37, 9279.999999999999, 3
3785, 31, -1.4, 237, 66.60000000000001, -2.0, -6.0, 0.0, 37, 9317.0, 0
3893, 32, -0.6000000000000001, 227, 45.6, -1.0, -7.0, 1.0, 27, 9343.999999999999, -10
4001, 34, 0.7999999999999999, 228, 50.7, 1.0, -6.0, 2.0, 28, 9372.0, 1
4111, 33, -1.1, 239, 73.50000000000001, 0.0, -6.0, -1.0, 39, 9411.0, 11
4222, 34, 0.4, 236, 63.90000000000001, 1.0, -5.0, 1.0, 36, 9447.000000000001, -3
4328, 38, 4.0, 237, 66.90000000000001, 5.0, 0.0, 4.0, 37, 9484.0, 1
4434, 37, 1.5, 241, 75.0, 4.0, 4.0, -1.0, 41, 9525.0, 4
4542, 33, -1.6, 228, 46.5, 0.0, 4.0, -4.0, 28, 9553.000000000001, -13
4645, 35, 2.4, 235, 65.1, 2.0, 6.0, 2.0, 35, 9587.999999999999, 7
4752, 34, 0.6000000000000001, 241, 75.6, 1.0, 7.0, -1.0, 41, 9629.000000000001, 6
