time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 44, 11.0, 869, 602.0999999999999, 11.0, 11.0, 11.0, 669, 669.0, 669.0
101, 44, 6.600000000000001, 873, 405.0, 11.0, 22.0, 0.0, 673, 1342.0, 4
209, 35, -1.3, 871, 402.0, 2.0, 24.0, -9.0, 671, 2013.0, -2
321, 34, 2.4, 869, 400.8, 1.0, 25.0, -1.0, 669, 2682.0, -2
425, 27, -4.0, 847, 381.6, -6.0, 19.0, -7.0, 647, 3329.0, -22
529, 23, -5.1, 827, 370.2, -10.0, 9.0, -4.0, 627, 3956.0, -20
633, 24, -3.1, 804, 355.5, -9.0, 0.0, 1.0, 604, 4560.0, -23
739, 30, 1.5, 788, 348.0, -3.0, -3.0, 6.0, 588, 5148.000000000001, -16
859, 30, -1.8, 780, 345.6, -3.0, -6.0, 0.0, 580, 5728.000000000001, -8
962, 31, -1.1, 754, 324.6, -2.0, -8.0, 1.0, 554, 6282.0, -26
1070, 42, 9.199999999999999, 754, 332.4, 9.0, 1.0, 11.0, 554, 6836.0, 0
1172, 35, -2.4, 754, 332.4, 2.0, 3.0, -7.0, 554, 7390.000000000001, 0
1272, 26, -7.7, 740, 319.8, -7.0, -4.0, -9.0, 540, 7930.0, -14
1372, 31, 1.1, 728, 313.2, -2.0, -6.0, 5.0, 528, 8458.0, -12
1479, 41, 8.4, 728, 316.8, 8.0, 2.0, 10.0, 528, 8986.000000000001, 0
1582, 38, 1.2, 702, 293.4, 5.0, 7.0, -3.0, 502, 9488.0, -26
1689, 26, -8.800000000000001, 689, 289.5, -7.0, 0.0, -12.0, 489, 9977.0, -13
1793, 30, 0.4999999999999998, 697, 300.6, -3.0, -3.0, 4.0, 497, 10474.0, 8
1902, 42, 10.2, 687, 289.2, 9.0, 6.0, 12.0, 487, 10961.0, -10
2009, 39, 2.100000000000001, 651, 259.7999999999999, 6.0, 12.0, -3.0, 451, 11412.0, -36
2112, 28, -6.8, 661, 279.6, -5.0, 7.0, -11.0, 461, 11873.0, 10
2219, 27, -2.8, 658, 273.9, -6.0, 1.0, -1.0, 458, 12331.0, -3
2324, 36, 6.1, 645, 263.1, 3.0, 4.0, 9.0, 445, 12776.0, -13
2429, 35, 0.9000000000000002, 639, 261.6, 2.0, 6.0, -1.0, 439, 13215.0, -6
2533, 27, -6.4, 654, 276.9, -6.0, 0.0, -8.0, 454, 13669.0, 15
2639, 27, -3.0, 626, 247.2, -6.0, -6.0, 0.0, 426, 14095.0, -28
2743, 44, 13.4, 649, 276.2999999999999, 11.0, 5.0, 17.0, 449, 14544.0, 23
2854, 36, -2.0, 672, 290.1, 3.0, 8.0, -8.0, 472, 15016.0, 23
2959, 17, -16.7, 651, 264.3, -16.0, -8.0, -19.0, 451, 15467.0, -21
3064, 30, 4.199999999999999, 658, 276.9000000000001, -3.0, -11.0, 13.0, 458, 15925.0, 7
3164, 52, 19.4, 651, 268.5, 19.0, 8.0, 22.0, 451, 16376.0, -7
3271, 33, -8.699999999999999, 672, 289.5, 0.0, 8.0, -19.0, 472, 16848.0, 21
3378, 25, -7.2, 632, 247.2, -8.0, 0.0, -8.0, 432, 17280.0, -40
3482, 46, 17.0, 618, 246.6, 13.0, 13.0, 21.0, 418, 17698.0, -14
3589, 38, -0.2000000000000002, 622, 254.4, 5.0, 18.0, -8.0, 422, 18120.0, 4
3693, 16, -17.7, 618, 249.6, -17.0, 1.0, -22.0, 418, 18538.0, -4
3798, 25, 0.5999999999999996, 617, 249.9, -8.0, -7.0, 9.0, 417, 18955.0, -1
3899, 40, 10.3, 614, 247.5, 7.0, 0.0, 15.0, 414, 19369.0, -3
4004, 34, -2.5, 609, 243.9, 1.0, 1.0, -6.0, 409, 19778.0, -5
4109, 30, -3.4, 609, 245.4, -3.0, -2.0, -4.0, 409, 20187.0, 0
4212, 39, 7.300000000000001, 609, 245.4, 6.0, 4.0, 9.0, 409, 20596.0, 0
4318, 35, -0.5999999999999998, 598, 235.5, 2.0, 6.0, -4.0, 398, 20994.0, -11
4422, 27, -6.4, 590, 231.6, -6.0, 0.0, -8.0, 390, 21384.0, -8
4529, 32, 2.0, 609, 251.1, -1.0, -1.0, 5.0, 409, 21793.0, 19
4633, 35, 2.4, 616, 251.7, 2.0, 1.0, 3.0, 416, 22209.0, 7
4739, 33, -0.9, 597, 232.5, 0.0, 1.0, -2.0, 397, 22606.0, -19
4843, 31, -1.9, 366, 30.3, -2.0, -1.0, -2.0, 166, 22772.0, -231
4949, 33, 0.9, 599, 309.3, 0.0, -1.0, 2.0, 399, 23171.0, 233
5056, 43, 9.9, 609, 248.4, 10.0, 9.0, 10.0, 409, 23580.0, 10
5159, 43, 5.9, 605, 241.8, 10.0, 19.0, 0.0, 405, 23985.0, -4
5263, 36, -0.1, 605, 243.0, 3.0, 22.0, -7.0, 405, 24390.0, 0
5375, 26, -6.300000000000001, 607, 244.8, -7.0, 15.0, -10.0, 407, 24797.0, 2
5480, 27, -1.0, 616, 252.3, -6.0, 9.0, 1.0, 416, 25213.0, 9
5583, 39, 9.9, 609, 243.3, 6.0, 15.0, 12.0, 409, 25622.0, -7
5689, 33, -1.5, 607, 243.6, 0.0, 15.0, -6.0, 407, 26029.0, -2
5793, 22, -9.5, 595, 233.4, -11.0, 4.0, -11.0, 395, 26424.0, -12
5899, 26, -1.100000000000001, 617, 256.8, -7.0, -3.0, 4.0, 417, 26841.0, 22
6002, 40, 10.2, 598, 233.1, 7.0, 4.0, 14.0, 398, 27239.0, -19
6109, 39, 2.9, 586, 228.0, 6.0, 10.0, -1.0, 386, 27625.0, -12
6212, 27, -8.0, 588, 233.4, -6.0, 4.0, -12.0, 388, 28013.0, 2
6320, 33, 3.4, 590, 234.6, 0.0, 4.0, 6.0, 390, 28403.0, 2
6428, 41, 8.4, 603, 245.7, 8.0, 12.0, 8.0, 403, 28806.0, 13
6533, 31, -4.8, 588, 228.3, -2.0, 10.0, -10.0, 388, 29194.0, -15
6639, 25, -6.0, 581, 226.5, -8.0, 2.0, -6.0, 381, 29575.0, -7
6743, 33, 4.2, 586, 233.1, 0.0, 2.0, 8.0, 386, 29961.0, 5
6851, 36, 3.2, 590, 235.2, 3.0, 5.0, 3.0, 390, 30351.0, 4
6958, 29, -5.0, 581, 225.9, -4.0, 1.0, -7.0, 381, 30732.0, -9
7062, 31, 0.1, 578, 225.9, -2.0, -1.0, 2.0, 378, 31110.0, -3
7168, 39, 6.9, 582, 230.4, 6.0, 5.0, 8.0, 382, 31492.0, 4
7273, 34, -1.5, 590, 236.4, 1.0, 6.0, -5.0, 390, 31882.0, 8
7381, 27, -5.9, 580, 225.0, -6.0, 0.0, -7.0, 380, 32262.0, -10
7488, 33, 3.0, 574, 222.6, 0.0, 0.0, 6.0, 374, 32636.0, -6
7597, 35, 2.0, 570, 220.8, 2.0, 2.0, 2.0, 370, 33006.0, -4
7702, 31, -2.8, 574, 225.6, -2.0, 0.0, -4.0, 374, 33380.0, 4
7805, 31, -1.0, 586, 235.2, -2.0, -2.0, 0.0, 386, 33766.0, 12
7909, 35, 2.8, 519, 171.3, 2.0, 0.0, 4.0, 319, 34085.0, -67
8014, 35, 1.0, 355, 43.80000000000001, 2.0, 2.0, 0.0, 155, 34240.0, -164
8119, 35, 1.2, 581, 296.4, 2.0, 4.0, 0.0, 381, 34621.0, 226
8224, 31, -2.6, 624, 267.3, -2.0, 2.0, -4.0, 424, 35045.0, 43
8340, 42, 10.2, 618, 249.0, 9.0, 11.0, 11.0, 418, 35463.0, -6
8448, 49, 12.6, 598, 232.8, 16.0, 27.0, 7.0, 398, 35861.0, -20
8551, 33, -5.3, 561, 205.5, 0.0, 27.0, -16.0, 361, 36222.0, -37
8658, 21, -9.300000000000001, 588, 240.9, -12.0, 15.0, -12.0, 388, 36610.0, 27
8761, 32, 6.5, 546, 195.0, -1.0, 14.0, 11.0, 346, 36956.0, -42
8868, 37, 5.9, 550, 211.2, 4.0, 18.0, 5.0, 350, 37306.0, 4
8970, 24, -9.199999999999999, 559, 218.1, -9.0, 9.0, -13.0, 359, 37665.0, 9
9077, 17, -10.6, 576, 230.7, -16.0, -7.0, -7.0, 376, 38041.0, 17
9179, 36, 10.3, 546, 198.6, 3.0, -4.0, 19.0, 346, 38387.0, -30
9283, 39, 4.100000000000001, 518, 182.4, 6.0, 2.0, 3.0, 318, 38705.0, -28
9388, 26, -9.800000000000001, 488, 163.8, -7.0, -5.0, -13.0, 288, 38993.0, -30
