time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 34, 1.4, 865, 1197.0, 1.0, 1.0, 1.0, 665, 665.0, 665.0
57, 33, -0.4, 865, 997.5, 0.0, 1.0, -1.0, 665, 1330.0, 0
107, 33, 0.1, 865, 997.5, 0.0, 1.0, 0.0, 665, 1995.0, 0
160, 41, 11.3, 869, 1004.7, 8.0, 9.0, 8.0, 669, 2664.0, 4
211, 46, 15.1, 869, 1003.5, 13.0, 22.0, 5.0, 669, 3333.0, 0
263, 52, 22.3, 869, 1003.5, 19.0, 41.00000000000001, 6.0, 669, 4002.000000000001, 0
318, 58, 29.6, 879, 1021.5, 25.0, 66.00000000000001, 6.0, 679, 4681.0, 10
377, 44, 9.5, 849, 964.5, 11.0, 77.0, -14.0, 649, 5330.000000000001, -30
434, 22, -13.2, 849, 973.4999999999999, -11.0, 66.00000000000001, -22.0, 649, 5979.0, 0
488, 8, -22.9, 849, 973.4999999999999, -25.0, 41.00000000000001, -14.0, 649, 6628.0, 0
541, 5, -22.6, 819, 919.5, -28.0, 13.0, -3.0, 619, 7247.0, -30
596, 5, -23.9, 796, 887.1, -28.0, -15.0, 0.0, 596, 7843.000000000001, -23
652, 13, -15.5, 788, 879.6000000000001, -20.0, -35.0, 8.0, 588, 8431.000000000001, -8
708, 32, 5.1, 788, 882.0, -1.0, -36.0, 19.0, 588, 9019.0, 0
767, 53, 24.9, 773, 855.0000000000001, 20.0, -16.0, 21.0, 573, 9592.000000000001, -15
817, 65, 33.2, 773, 859.5000000000001, 32.0, 16.0, 12.0, 573, 10165.0, 0
871, 62, 26.20000000000001, 773, 859.5000000000001, 29.0, 45.0, -3.0, 573, 10738.0, 0
926, 46, 8.200000000000003, 773, 859.5000000000001, 13.0, 58.00000000000001, -16.0, 573, 11311.0, 0
978, 24, -13.3, 740, 800.1000000000001, -9.0, 49.0, -22.0, 540, 11851.0, -33
1036, 8, -25.6, 726, 784.8, -25.0, 24.0, -16.0, 526, 12377.0, -14
1091, 6, -22.9, 730, 796.2000000000001, -27.0, -3.0, -2.0, 530, 12907.0, 4
1147, 10, -19.0, 653, 656.4, -23.0, -26.0, 4.0, 453, 13360.0, -77
1201, 27, 0.5, 722, 803.7000000000001, -6.0, -32.0, 17.0, 522, 13882.0, 69
1258, 49, 22.2, 581, 529.2000000000001, 16.0, -16.0, 22.0, 381, 14263.0, -141
1313, 65, 35.2, 718, 818.1000000000001, 32.0, 16.0, 16.0, 518, 14781.0, 137
1367, 63, 27.6, 718, 777.0, 30.0, 46.00000000000001, -2.0, 518, 15299.0, 0
1421, 46, 7.800000000000001, 662, 676.2, 13.0, 59.0, -17.0, 462, 15761.0, -56
1476, 20, -18.8, 661, 691.2000000000001, -13.0, 46.00000000000001, -26.0, 461, 16222.0, -1
1530, 7, -25.3, 651, 673.5, -26.0, 20.0, -13.0, 451, 16673.0, -10
1583, 5, -24.2, 645, 665.7000000000001, -28.0, -8.0, -2.0, 445, 17118.0, -6
1639, 7, -23.2, 622, 626.1, -26.0, -34.0, 2.0, 422, 17540.0, -23
1692, 25, -1.600000000000001, 582, 561.0, -8.0, -42.0, 18.0, 382, 17922.0, -40
1750, 48, 20.8, 555, 524.4, 15.0, -27.0, 23.0, 355, 18277.0, -27
1806, 62, 30.4, 589, 593.7, 29.0, 2.0, 14.0, 389, 18666.0, 34
1860, 64, 29.1, 580, 567.3, 31.0, 33.0, 2.0, 380, 19046.0, -9
1918, 53, 15.8, 573, 557.4, 20.0, 53.00000000000001, -11.0, 373, 19419.0, -7
1977, 21, -21.5, 561, 537.9, -12.0, 41.00000000000001, -32.0, 361, 19780.0, -12
2029, 11, -20.7, 536, 496.5, -22.0, 19.0, -10.0, 336, 20116.0, -25
2087, 6, -24.9, 518, 471.6, -27.0, -8.0, -5.0, 318, 20434.0, -18
2140, 6, -25.1, 498, 441.0, -27.0, -35.0, 0.0, 298, 20732.0, -20
2196, 19, -9.600000000000001, 500, 450.6, -14.0, -49.0, 13.0, 300, 21032.0, 2
2250, 45, 18.9, 496, 442.8, 12.0, -37.0, 26.0, 296, 21328.0, -4
2304, 62, 30.9, 464, 386.4, 29.0, -8.0, 17.0, 264, 21592.0, -32
2359, 61, 23.9, 473, 412.2, 28.0, 20.0, -1.0, 273, 21865.0, 9
2413, 58, 23.0, 448, 364.5, 25.0, 45.0, -3.0, 248, 22113.0, -25
2469, 30, -12.2, 439, 355.8, -3.0, 42.0, -28.0, 239, 22352.0, -9
2525, 11, -25.1, 427, 336.9, -22.0, 20.0, -19.0, 227, 22579.0, -12
2579, 6, -24.8, 412, 313.5, -27.0, -7.0, -5.0, 212, 22791.0, -15
2630, 7, -23.6, 401, 298.2, -26.0, -33.0, 1.0, 201, 22992.0, -11
2682, 22, -5.700000000000001, 393, 287.1, -11.0, -44.0, 15.0, 193, 23185.0, -8
