time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 44, 12.1, 856, 590.4, 11.0, 11.0, 11.0, 656, 656.0, 656.0
58, 44, 7.7, 856, 393.6, 11.0, 22.0, 0.0, 656, 1312.0, 0
110, 40, 4.4, 857, 394.5, 7.0, 29.0, -4.0, 657, 1969.0, 1
168, 38, 4.9, 857, 394.2, 5.0, 34.0, -2.0, 657, 2626.0, 0
219, 37, 5.300000000000001, 861, 397.8, 4.0, 38.0, -1.0, 661, 3287.0, 4
271, 36, 5.100000000000001, 864, 399.2999999999999, 3.0, 41.00000000000001, -1.0, 664, 3951.0, 3
332, 37, 7.0, 827, 365.1, 4.0, 45.0, 1.0, 627, 4578.0, -37
385, 35, 4.7, 843, 390.6, 2.0, 47.0, -2.0, 643, 5221.0, 16
435, 25, -5.1, 833, 376.8, -8.0, 39.0, -10.0, 633, 5854.0, -10
490, 16, -10.8, 808, 357.3, -17.0, 22.0, -9.0, 608, 6462.000000000001, -25
549, 14, -10.2, 825, 380.1, -19.0, 3.0, -2.0, 625, 7087.000000000001, 17
600, 17, -7.800000000000001, 794, 347.1, -16.0, -13.0, 3.0, 594, 7681.000000000001, -31
662, 23, -4.300000000000001, 796, 358.2, -10.0, -23.0, 6.0, 596, 8276.999999999999, 2
714, 28, -2.800000000000001, 783, 345.9000000000001, -5.0, -28.0, 5.0, 583, 8860.000000000001, -13
772, 33, -0.3000000000000003, 786, 352.4999999999999, 0.0, -28.0, 5.0, 586, 9446.000000000002, 3
830, 37, 1.6, 770, 337.2, 4.0, -24.0, 4.0, 570, 10016.0, -16
881, 40, 3.3, 772, 343.8, 7.0, -17.0, 3.0, 572, 10588.0, 2
935, 39, 1.4, 754, 327.0, 6.0, -11.0, -1.0, 554, 11142.0, -18
989, 35, -1.9, 750, 328.8, 2.0, -9.0, -4.0, 550, 11692.0, -4
1042, 34, -0.8, 750, 330.0, 1.0, -8.0, -1.0, 550, 12242.0, 0
1097, 40, 6.4, 750, 330.0, 7.0, -1.0, 6.0, 550, 12792.0, 0
1151, 42, 6.3, 750, 330.0, 9.0, 8.0, 2.0, 550, 13342.0, 0
1202, 45, 9.5, 722, 304.8, 12.0, 20.0, 3.0, 522, 13864.0, -28
1258, 41, 4.800000000000001, 721, 312.3, 8.0, 28.0, -4.0, 521, 14385.0, -1
1311, 32, -2.3, 720, 311.7, -1.0, 27.0, -9.0, 520, 14905.0, -1
1365, 29, -1.2, 712, 304.8, -4.0, 23.0, -3.0, 512, 15417.0, -8
1421, 31, 2.1, 698, 294.6, -2.0, 21.0, 2.0, 498, 15915.0, -14
1479, 30, -0.2, 697, 297.9, -3.0, 18.0, -1.0, 497, 16412.0, -1
1532, 28, -2.2, 693, 294.6, -5.0, 13.0, -2.0, 493, 16905.0, -4
1589, 25, -5.0, 702, 303.9, -8.0, 5.0, -3.0, 502, 17407.0, 9
1643, 27, -2.1, 685, 285.9, -6.0, -1.0, 2.0, 485, 17892.0, -17
1699, 29, -1.5, 666, 273.9, -4.0, -5.0, 2.0, 466, 18358.0, -19
1754, 28, -4.0, 661, 275.1, -5.0, -10.0, -1.0, 461, 18819.0, -5
1810, 29, -2.9, 661, 276.6, -4.0, -14.0, 1.0, 461, 19280.0, 0
1864, 30, -2.7, 653, 269.4, -3.0, -17.0, 1.0, 453, 19733.0, -8
1921, 37, 4.2, 649, 268.2, 4.0, -13.0, 7.0, 449, 20182.0, -4
1980, 41, 5.5, 641, 262.2, 8.0, -5.0, 4.0, 441, 20623.0, -8
2038, 41, 4.3, 645, 268.2, 8.0, 3.0, 0.0, 445, 21068.0, 4
2098, 33, -3.7, 644, 266.1, 0.0, 3.0, -8.0, 444, 21512.0, -1
2151, 29, -4.1, 635, 258.3, -4.0, -1.0, -4.0, 435, 21947.0, -9
2208, 30, -1.4, 632, 258.3, -3.0, -4.0, 1.0, 432, 22379.0, -3
2262, 35, 3.3, 634, 261.0, 2.0, -2.0, 5.0, 434, 22813.0, 2
2317, 39, 5.4, 639, 264.9, 6.0, 4.0, 4.0, 439, 23252.0, 5
2372, 37, 1.8, 622, 248.1, 4.0, 8.0, -2.0, 422, 23674.0, -17
2429, 35, 1.0, 366, 22.8, 2.0, 10.0, -2.0, 166, 23840.0, -256
2480, 33, 0.0, 609, 318.3, 0.0, 10.0, -2.0, 409, 24249.0, 243
2533, 33, 1.0, 607, 243.6, 0.0, 10.0, 0.0, 407, 24656.0, -2
2589, 32, -0.1, 603, 240.6, -1.0, 9.0, -1.0, 403, 25059.0, -4
2642, 37, 5.8, 603, 241.8, 4.0, 13.0, 5.0, 403, 25462.0, 0
2698, 39, 5.9, 598, 237.3, 6.0, 19.0, 2.0, 398, 25860.0, -5
2751, 31, -3.3, 590, 231.6, -2.0, 17.0, -8.0, 390, 26250.0, -8
2807, 26, -5.0, 592, 235.8, -7.0, 10.0, -5.0, 392, 26642.0, 2
2858, 29, 0.1000000000000001, 581, 225.3, -4.0, 6.0, 3.0, 381, 27023.0, -11
2909, 31, 0.4, 532, 184.5, -2.0, 4.0, 2.0, 332, 27355.0, -49
2961, 35, 3.6, 562, 226.2, 2.0, 6.0, 4.0, 362, 27717.0, 30
3015, 36, 2.9, 534, 192.0, 3.0, 9.0, 1.0, 334, 28051.0, -28
3069, 31, -2.8, 561, 224.7, -2.0, 7.0, -5.0, 361, 28412.0, 27
3122, 28, -3.8, 567, 222.0, -5.0, 2.0, -3.0, 367, 28779.0, 6
3173, 28, -2.8, 573, 225.6, -5.0, -3.0, 0.0, 373, 29152.0, 6
3230, 31, 0.0, 567, 218.4, -2.0, -5.0, 3.0, 367, 29519.0, -6
3281, 35, 2.7, 554, 208.5, 2.0, -3.0, 4.0, 354, 29873.0, -13
3340, 36, 2.0, 563, 220.5, 3.0, 0.0, 1.0, 363, 30236.0, 9
3391, 35, 0.7, 555, 210.6, 2.0, 2.0, -1.0, 355, 30591.0, -8
3443, 30, -4.1, 554, 212.1, -3.0, -1.0, -5.0, 354, 30945.0, -1
3498, 31, -0.8, 546, 205.2, -2.0, -3.0, 1.0, 346, 31291.0, -8
3553, 33, 0.7, 553, 213.9, 0.0, -3.0, 2.0, 353, 31644.0, 7
3608, 34, 0.8, 534, 194.7, 1.0, -2.0, 1.0, 334, 31978.0, -19
3662, 35, 1.5, 546, 211.2, 2.0, 0.0, 1.0, 346, 32324.0, 12
3719, 35, 1.2, 540, 202.2, 2.0, 2.0, 0.0, 340, 32664.0, -6
3777, 36, 2.5, 546, 209.4, 3.0, 5.0, 1.0, 346, 33010.0, 6
3832, 40, 6.7, 534, 196.8, 7.0, 12.0, 4.0, 334, 33344.0, -12
3887, 38, 3.2, 540, 205.8, 5.0, 17.0, -2.0, 340, 33684.0, 6
3942, 32, -1.9, 542, 205.8, -1.0, 16.0, -6.0, 342, 34026.0, 2
3999, 29, -2.3, 551, 213.3, -4.0, 12.0, -3.0, 351, 34377.0, 9
