time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
0, 13, -24.0, 849, 778.7999999999999, -20.0, -20.0, -20.0, 649, 649.0, 649.0
55, 13, -16.0, 853, 588.9000000000001, -20.0, -40.0, 0.0, 653, 1302.0, 4
116, 15, -15.6, 857, 592.5000000000002, -18.0, -58.00000000000001, 2.0, 657, 1959.0, 4
167, 20, -12.4, 856, 590.1000000000001, -13.0, -71.00000000000001, 5.0, 656, 2615.0, -1
220, 23, -12.6, 855, 589.2, -10.0, -81.0, 3.0, 655, 3270.0, -1
274, 27, -10.3, 855, 589.5, -6.0, -87.00000000000001, 4.0, 655, 3925.0, 0
327, 40, 2.7, 855, 589.5, 7.0, -80.0, 13.0, 655, 4580.000000000001, 0
386, 51, 10.1, 839, 570.3000000000001, 18.0, -62.0, 11.0, 639, 5219.0, -16
437, 59, 16.0, 835, 570.2999999999999, 26.0, -36.0, 8.0, 635, 5854.0, -4
495, 61, 17.0, 816, 548.6999999999999, 28.0, -8.0, 2.0, 616, 6470.000000000001, -19
549, 49, 4.4, 802, 537.6, 16.0, 8.0, -12.0, 602, 7072.0, -14
603, 34, -6.0, 810, 551.4, 1.0, 9.0, -15.0, 610, 7682.000000000001, 8
657, 23, -11.6, 810, 549.0, -10.0, -1.0, -11.0, 610, 8292.0, 0
711, 23, -7.1, 788, 522.6, -10.0, -11.0, 0.0, 588, 8880.000000000001, -22
762, 27, -3.3, 762, 498.0, -6.0, -17.0, 4.0, 562, 9442.0, -26
818, 37, 6.1, 762, 505.8, 4.0, -13.0, 10.0, 562, 10004.0, 0
873, 44, 9.899999999999999, 762, 505.8, 11.0, -2.0, 7.0, 562, 10566.0, 0
927, 42, 5.1, 762, 505.8, 9.0, 7.0, -2.0, 562, 11128.0, 0
982, 34, -2.6, 762, 505.8, 1.0, 8.0, -8.0, 562, 11690.0, 0
1038, 30, -3.3, 762, 505.8, -3.0, 5.0, -4.0, 562, 12252.0, 0
1093, 22, -11.2, 706, 438.6, -11.0, -6.0, -8.0, 506, 12758.0, -56
1149, 26, -3.5, 706, 455.4, -7.0, -13.0, 4.0, 506, 13264.0, 0
1203, 33, 2.2, 689, 435.0000000000001, 0.0, -13.0, 7.0, 489, 13753.0, -17
1262, 35, 1.1, 687, 437.7, 2.0, -11.0, 2.0, 487, 14240.0, -2
1317, 39, 5.1, 660, 405.9, 6.0, -5.0, 4.0, 460, 14700.0, -27
1375, 44, 9.699999999999999, 728, 495.6, 11.0, 6.0, 5.0, 528, 15228.0, 68
1428, 41, 4.7, 728, 475.2, 8.0, 14.0, -3.0, 528, 15756.0, 0
1489, 35, -0.2000000000000002, 728, 475.2, 2.0, 16.0, -6.0, 528, 16284.0, 0
1540, 25, -9.0, 626, 352.8, -8.0, 8.0, -10.0, 426, 16710.0, -102
1596, 23, -7.2, 597, 348.6, -10.0, -2.0, -2.0, 397, 17107.0, -29
1653, 24, -6.0, 574, 329.7000000000001, -9.0, -11.0, 1.0, 374, 17481.0, -23
1707, 36, 7.0, 567, 328.2, 3.0, -8.0, 12.0, 367, 17848.0, -7
1761, 40, 6.100000000000001, 567, 330.3, 7.0, -1.0, 4.0, 367, 18215.0, 0
1817, 44, 9.6, 567, 330.3, 11.0, 10.0, 4.0, 367, 18582.0, 0
1875, 33, -4.5, 554, 314.7000000000001, 0.0, 10.0, -11.0, 354, 18936.0, -13
1929, 29, -3.8, 563, 329.4, -4.0, 6.0, -4.0, 363, 19299.0, 9
1987, 28, -3.4, 551, 312.3, -5.0, 1.0, -1.0, 351, 19650.0, -12
2044, 31, 0.2, 553, 318.3, -2.0, -1.0, 3.0, 353, 20003.0, 2
2098, 36, 4.5, 518, 275.7, 3.0, 2.0, 5.0, 318, 20321.0, -35
2153, 35, 1.1, 506, 271.8, 2.0, 4.0, -1.0, 306, 20627.0, -12
