time, color, angle, distance, speed, color_dev, color_int, color_der, speed_dev, speed_int, speed_der
1, 31, -2.6, 893, 1455.3, -2.0, -2.0, -2.0, 693, 693.0, 693.0
57, 31, -1.8, 893, 1247.4, -2.0, -4.0, 0.0, 693, 1386.0, 0
110, 30, -3.3, 893, 1247.4, -3.0, -7.0, -1.0, 693, 2079.0, 0
165, 31, -1.8, 893, 1247.4, -2.0, -9.0, 1.0, 693, 2772.0, 0
216, 36, 4.0, 887, 1234.8, 3.0, -6.0, 5.0, 687, 3459.000000000001, -6
272, 34, -0.8, 872, 1205.1, 1.0, -5.0, -2.0, 672, 4131.0, -15
327, 35, 1.6, 863, 1190.7, 2.0, -3.0, 1.0, 663, 4794.0, -9
379, 35, 1.3, 871, 1210.2, 2.0, -1.0, 0.0, 671, 5465.0, 8
436, 29, -6.3, 841, 1144.8, -4.0, -5.0, -6.0, 641, 6106.000000000001, -30
488, 26, -7.6, 841, 1153.8, -7.0, -12.0, -3.0, 641, 6747.0, 0
541, 29, -2.9, 841, 1153.8, -4.0, -16.0, 3.0, 641, 7388.0, 0
601, 34, 1.7, 810, 1088.7, 1.0, -15.0, 5.0, 610, 7998.000000000001, -31
654, 41, 8.399999999999999, 804, 1085.4, 8.0, -7.0, 7.0, 604, 8602.0, -6
708, 43, 8.300000000000001, 794, 1066.2, 10.0, 3.0, 2.0, 594, 9196.000000000002, -10
767, 36, -0.8000000000000004, 788, 1056.6, 3.0, 6.0, -7.0, 588, 9784.000000000001, -6
826, 27, -8.699999999999999, 766, 1012.2, -6.0, 0.0, -9.0, 566, 10350.0, -22
877, 22, -11.3, 766, 1018.8, -11.0, -11.0, -5.0, 566, 10916.0, 0
928, 25, -6.0, 757, 999.9000000000001, -8.0, -19.0, 3.0, 557, 11473.0, -9
979, 31, -0.5, 757, 1002.6, -2.0, -21.0, 6.0, 557, 12030.0, 0
1030, 40, 7.999999999999999, 757, 1002.6, 7.0, -14.0, 9.0, 557, 12587.0, 0
1087, 45, 10.7, 730, 945.9, 12.0, -2.0, 5.0, 530, 13117.0, -27
1140, 47, 12.0, 714, 920.4000000000001, 14.0, 12.0, 2.0, 514, 13631.0, -16
1191, 41, 4.6, 714, 925.2000000000001, 8.0, 20.0, -6.0, 514, 14145.0, 0
1246, 27, -9.799999999999999, 680, 853.8, -6.0, 14.0, -14.0, 480, 14625.0, -34
1300, 19, -13.8, 687, 878.7000000000001, -14.0, 0.0, -8.0, 487, 15112.0, 7
1355, 18, -12.5, 668, 836.6999999999999, -15.0, -15.0, -1.0, 468, 15580.0, -19
1408, 29, 0.7999999999999998, 661, 827.7000000000001, -4.0, -19.0, 11.0, 461, 16041.0, -7
1462, 40, 9.199999999999999, 427, 338.4, 7.0, -12.0, 11.0, 227, 16268.0, -234
1518, 51, 18.7, 635, 845.4000000000001, 18.0, 6.0, 11.0, 435, 16703.0, 208
1572, 51, 15.0, 626, 764.1, 18.0, 24.0, 0.0, 426, 17129.0, -9
1626, 38, -0.1, 609, 731.1, 5.0, 29.0, -13.0, 409, 17538.0, -17
1679, 27, -7.399999999999999, 609, 736.2000000000001, -6.0, 23.0, -11.0, 409, 17947.0, 0
1734, 16, -16.8, 581, 677.4000000000001, -17.0, 6.0, -11.0, 381, 18328.0, -28
